Complaint Year Number;Month Number;Record Create Date;Complaint Precinct Code;County;Law Code Category Description;Offense Description;Bias Motive Description;Offense Category;Arrest Date
2021;3;03/16/2021;109;QUEENS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2021;3;03/18/2021;109;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2021;10;10/15/2021;109;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08.04.2021;112;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2021;8;08/27/2021;123;RICHMOND;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MUSLIM;Religion/Religious Practice;
2022;1;01/16/2022;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01/26/2022;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02.10.2022;1;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;1;01/20/2022;5;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/26/2022;5;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;6;06.09.2022;6;NEW YORK;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;3;03/22/2022;7;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05/20/2022;10;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/22/2022;10;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2021;6;06.06.2021;107;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/31/2021;108;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;10;11.03.2021;108;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2021;3;04.01.2021;111;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.09.2021;111;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2021;9;09.11.2021;115;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2022;6;06/23/2022;10;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;7;07/28/2022;10;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/27/2022;13;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01/26/2022;17;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/17/2022;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02.06.2022;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/26/2022;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/25/2022;26;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05/16/2022;45;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;2;02.12.2022;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;2;02/20/2022;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;3;03/19/2022;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;7;07.02.2022;62;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2022;6;06/18/2022;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;2;02.01.2022;70;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;11;11/25/2022;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/16/2022;72;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2022;5;05/16/2022;79;KINGS;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;
2022;5;11.05.2022;83;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/15/2022;106;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;4;04.02.2022;108;QUEENS;VIOLATION;HARRASSMENT 2;ANTI-ASIAN;Race/Color;
2022;2;02.12.2022;112;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05/18/2022;122;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2021;10;10/24/2021;114;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2021;12;12/28/2021;122;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03/14/2022;1;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;10;10/31/2022;1;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01.12.2022;13;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/24/2022;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2022;11;11.02.2022;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;2;03.05.2022;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;8;08/25/2022;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2022;2;02/17/2022;20;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05.09.2022;33;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01/31/2022;34;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02.07.2022;62;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2022;3;03/22/2022;66;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05.10.2022;70;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01/17/2022;78;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;9;09/30/2022;101;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10/26/2022;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11/28/2022;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10/23/2022;20;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/30/2022;24;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;6;06.10.2022;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;03.01.2022;30;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;2;02/28/2022;34;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01/24/2022;48;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;11;11.07.2022;48;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;
2022;12;12/17/2022;63;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;11;11.03.2022;71;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11.03.2022;110;QUEENS;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;
2022;7;07.07.2022;111;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;9;09/22/2022;120;RICHMOND;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;11;12.07.2022;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2022;3;03.04.2022;24;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/15/2022;46;BRONX;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;3;03/24/2022;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05.01.2022;61;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;6;06.06.2022;61;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;8;08.02.2022;66;KINGS;FELONY;ROBBERY;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;10;11.01.2022;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03/26/2022;68;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;5;05.06.2022;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/26/2022;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;9;09/18/2022;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/17/2022;78;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/19/2022;103;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MUSLIM;Religion/Religious Practice;
2022;8;08.03.2022;106;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-HINDU;Religion/Religious Practice;
2022;2;02/27/2022;108;QUEENS;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;6;06/18/2022;123;RICHMOND;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MUSLIM;Religion/Religious Practice;
2022;6;06/18/2022;123;RICHMOND;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MUSLIM;Religion/Religious Practice;
2022;8;08/14/2022;114;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;5;05.01.2022;123;RICHMOND;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;6;10.12.2021;121;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;7;07/27/2021;122;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;11;11.09.2022;5;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/25/2022;13;NEW YORK;VIOLATION;HARRASSMENT 2;ANTI-ASIAN;Race/Color;
2022;2;05/19/2022;13;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;03.02.2022;14;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-MUSLIM;Religion/Religious Practice;
2022;3;03.07.2022;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;6;06/14/2022;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10/24/2022;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/19/2022;40;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03/17/2022;46;BRONX;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;6;06.09.2022;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/23/2022;52;BRONX;FELONY;FELONY ASSAULT;ANTI-TRANSGENDER;Gender;
2022;3;03.07.2022;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11.10.2022;60;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2022;9;09/29/2022;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11/15/2022;84;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/29/2022;104;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;6;06.07.2022;108;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2022;6;06/23/2022;122;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;12;12/28/2022;60;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/24/2022;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11.07.2022;61;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/18/2022;62;KINGS;FELONY;BURGLARY;ANTI-BLACK;Race/Color;
2022;10;10/24/2022;62;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10.11.2022;70;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05.10.2022;76;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2022;9;09/13/2022;77;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;
2022;3;03.03.2022;83;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2022;6;06/24/2022;84;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;2;02/20/2022;90;KINGS;MISDEMEANOR;OFFENSES AGAINST THE PERSON;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05/27/2022;104;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;5;05/16/2022;111;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03/28/2022;112;QUEENS;FELONY;BURGLARY;ANTI-BLACK;Race/Color;
2022;11;11/14/2022;114;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;2;02.10.2022;115;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;9;09/21/2022;115;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2021;5;05/23/2021;28;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/21/2021;30;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2021;4;04/14/2021;42;BRONX;FELONY;ROBBERY;ANTI-TRANSGENDER;Gender;
2021;10;10.06.2021;44;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2021;5;05.12.2021;48;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10/29/2021;52;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-WHITE;Race/Color;
2021;8;08/20/2021;61;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08/29/2021;62;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10/20/2021;67;KINGS;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/26/2021;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05.04.2021;94;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-WHITE;Race/Color;
2021;7;07/14/2021;101;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08.03.2021;107;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;3;03/21/2021;109;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2021;4;04.07.2021;120;RICHMOND;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2022;9;09/16/2022;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;9;09/30/2022;13;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10/24/2022;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/30/2022;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;1;01/25/2022;25;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;6;07.01.2022;48;BRONX;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;7;07.05.2022;48;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;6;06/14/2022;50;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03.09.2022;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;6;06/13/2022;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;7;07/26/2022;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11.08.2022;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11/14/2022;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;5;05.09.2022;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/26/2022;71;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11.07.2022;75;KINGS;FELONY;FELONY ASSAULT;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2022;3;03/27/2022;81;KINGS;FELONY;FELONY ASSAULT;ANTI-TRANSGENDER;Gender;
2022;2;02/19/2022;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/24/2022;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03.08.2022;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/21/2022;60;KINGS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;6;06.08.2022;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;8;08/17/2022;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10.12.2022;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11/23/2022;66;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11/28/2022;77;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/29/2022;79;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;12;12/14/2022;83;KINGS;FELONY;BURGLARY;ANTI-PROTESTANT;Religion/Religious Practice;
2022;9;09/13/2022;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10/27/2022;101;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2022;5;05/17/2022;104;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/26/2022;105;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;10;10.06.2022;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/14/2022;103;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;12;12.06.2022;114;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;12;12.11.2022;122;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07.02.2022;108;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2022;8;08/18/2022;110;QUEENS;FELONY;ROBBERY;ANTI-TRANSGENDER;Gender;
2022;2;02/25/2022;63;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2022;7;07/18/2022;69;KINGS;FELONY;GRAND LARCENY;ANTI-ASIAN;Race/Color;
2022;3;03.01.2022;71;KINGS;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;
2022;7;07/16/2022;73;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2022;12;12.05.2022;75;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;1;01.10.2022;78;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2022;4;04/23/2022;84;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;6;06/14/2022;84;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2022;9;09.02.2022;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;8;08.09.2022;103;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2022;8;08/21/2022;109;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/18/2022;111;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2022;11;11.03.2022;123;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08.11.2022;123;RICHMOND;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
